trace,scheduler,rep,query,transactions,seconds,tps,avg_micros,read_ops_per_tx,write_ops_per_tx,errors,wall_seconds
stock_level,scx_p2dq,2,stock_level,1000000,0.738292,1354480.0,0.738292,33.0,0.0,0,1.3036472797393799
stock_level,scx_rusty,2,stock_level,1000000,1.00464,995379.0,1.00464,33.0,0.0,0,1.165343999862671
new_order,default,3,new_order,1000000,2.78714,358790.0,2.78714,13.0,12.0,0,2.9881248474121094
new_order,scx_prev,3,new_order,1000000,2.93719,340461.0,2.93719,13.0,12.0,0,3.166862726211548
new_order,scx_p2dq,3,new_order,1000000,2.87639,347658.0,2.87639,13.0,12.0,0,3.3889193534851074
new_order,scx_rusty,3,new_order,1000000,3.06605,326152.0,3.06605,13.0,12.0,0,3.4345672130584717
payment,default,3,payment,1000000,1.0246,975991.0,1.0246,3.0,3.0,0,1.146589756011963
payment,scx_prev,3,payment,1000000,1.08887,918386.0,1.08887,3.0,3.0,0,1.2489595413208008
payment,scx_p2dq,3,payment,1000000,1.09157,916110.0,1.09157,3.0,3.0,0,1.2819788455963135
payment,scx_rusty,3,payment,1000000,1.07724,928299.0,1.07724,3.0,3.0,0,1.2718467712402344
order_status,default,3,order_status,1000000,0.147817,6765110.0,0.147817,7.0,0.0,0,0.20427465438842773
order_status,scx_prev,3,order_status,1000000,0.263699,3792200.0,0.263699,7.0,0.0,0,0.3459157943725586
order_status,scx_p2dq,3,order_status,1000000,0.251294,3979400.0,0.251294,7.0,0.0,0,1.3212134838104248
order_status,scx_rusty,3,order_status,1000000,0.229226,4362510.0,0.229226,7.0,0.0,0,0.3996894359588623
delivery,default,3,delivery,1000000,1.16657,857216.0,1.16657,3.0,3.0,0,1.4653403759002686
delivery,scx_prev,3,delivery,1000000,1.31521,760333.0,1.31521,3.0,3.0,0,1.6382977962493896
delivery,scx_p2dq,3,delivery,1000000,1.27928,781690.0,1.27928,3.0,3.0,0,2.3089208602905273
delivery,scx_rusty,3,delivery,1000000,1.24638,802326.0,1.24638,3.0,3.0,0,1.6046786308288574
stock_level,default,3,stock_level,1000000,0.710821,1406820.0,0.710821,33.0,0.0,0,0.7596299648284912
stock_level,scx_prev,3,stock_level,1000000,0.665502,1502620.0,0.665502,33.0,0.0,0,0.8259832859039307
stock_level,scx_p2dq,3,stock_level,1000000,0.830567,1204000.0,0.830567,33.0,0.0,0,1.343045711517334
stock_level,scx_rusty,3,stock_level,1000000,0.834108,1198890.0,0.834108,33.0,0.0,0,0.9967105388641357
